cluster_id,cluster_size,best_stock_score,mean_stock_score,internal_mean_distance
1,21,0.832034750793585,-0.0341288269456074,1.04775398331563
2,13,0.39943537194417,-0.137454431672931,0.95769296824014
3,16,1.54333633263085,0.50833571685161,1.16026215745726
