trade_date,code_000333,code_601318,code_000895,code_601398
2023-01-04,0.0354103075595291,0.0288481543376582,-0.00233644966101965,0.0115341532452866
2023-01-05,0.0213518142830087,0.00820854188390774,0.00699303549097063,-0.00690451534654457
2023-01-06,-0.0165262666859811,0.0164187330742265,-0.00660324792025868,0.002306806097915
2023-01-09,0.00184979704984389,0.0232499295389861,0.00116845193430182,-0.002306806097915
2023-01-10,-0.0113373577526832,-0.0339625130363581,-0.00233827074581239,-0.00695251931488161
2023-01-11,0.0185190477672377,0.0298290557192509,-0.0125639658189471,0.00232288141613957
2023-01-12,0.00494189712643145,0.00413345731710724,-0.00554676540980825,-0.00232288141613957
2023-01-13,0.0213158359623042,0.0278925694023009,0.0251092045832984,0.00925932541279662
2023-01-16,0.0307987387561197,-0.00497894555944534,0.0157604646050311,0
2023-01-17,0.00518583703236564,-0.0113911840874099,-0.0130520087028541,-0.002306806097915
2023-01-18,-0.00692044284457394,0.000970402793278424,-0.0108781181471831,0.002306806097915
2023-01-19,-0.00382675714862657,0.00503097036372813,0.00273064339753226,-0.002306806097915
2023-01-20,-0.00524201794458312,0.00558176793262399,-0.00273064339753226,0
2023-01-30,-0.0253717148870818,-0.011971566031395,0.00312012733624378,-0.00231213975837963
2023-01-31,-0.00811912443850415,-0.00975998377995646,-0.00703402665737984,0
2023-02-01,0.00542006746933898,0.00723153742659788,0.0124709332541157,-0.00231749814036242
2023-02-02,-0.0281399894128338,-0.0101782049157562,0.00425121413207652,-0.00232288141613957
2023-02-03,-0.0121191005048855,-0.0244958977279293,-0.0167221473861923,0
2023-02-06,-0.039408312816152,-0.0294620327303163,-0.0134230203321408,-0.00232828975959132
2023-02-07,0.0048661896511728,0.0111502290879786,0.00198530936758834,0
2023-02-08,-0.00956011573485505,-0.00411523214510678,-0.00517002543510836,0.00232828975959132
2023-02-09,0.0101424704052975,0.0167658803527062,0.00437637459979889,0
2023-02-10,0.00174503195033493,-0.000405597247499223,0.00396197031735523,0.00232288141613957
2023-02-13,0.0157604646050316,-0.00101471343054671,0.0172485656117791,-0.00465117117573088
2023-02-14,-0.00439561147303813,0.0131116351393752,0.0173381341881007,0.00232828975959132
2023-02-15,-0.0166091110478939,-0.0206526878941329,-0.000382043939699539,-0.00232828975959132
2023-02-16,-0.00136412376215267,0.0065253086349224,-0.0111432469093544,-0.00233372334622017
2023-02-17,0.00194817906932299,-0.00816331063916076,0.00424137902069921,0
2023-02-20,0.0366873394900615,0.023292192235461,0.0164094504407801,0.00698489452195106
2023-02-21,0.00449270692040749,0.00120048033624975,0.0109167280276905,0.00231749814036242
2023-02-22,-0.0142967070170283,-0.0167359486427658,0.000748503028957792,-0.00464037955650198
2023-02-23,0.0111164592706752,-0.00407498526402472,0.00149532738143376,0
2023-02-24,-0.00733430650192979,-0.0160530304674675,-0.00787553292402832,-0.00232828975959132
2023-02-27,-0.0110078925169272,-0.0083333815591442,-0.00226159161605644,0
2023-02-28,0.00114438311173126,0.0083333815591442,-0.000755001923368859,0.00232828975959132
2023-03-01,0.0403491416068311,0.0364639643689246,0.0135035810346733,0
2023-03-02,0.00420207067568024,0.00419204127220452,-0.00672899735291832,0.00464037955650198
2023-03-03,0.00636076656181084,0.00159235702436344,-0.00300526146546343,0.0092166551049242
2023-03-06,-0.0251320207101839,-0.0343954601480205,0.000376151969829319,-0.00229621226035026
2023-03-07,-0.018184023396723,-0.0138876726789956,-0.0255203337708543,0.0091533819864873
2023-03-08,-0.0108417609761036,-0.0142949669870052,-0.00464037955650243,0.00227531383713542
2023-03-09,0.0078103073472775,-0.0125707418657885,-0.00739159171613801,-0.00455581653586057
