stock_code,code_000333,code_601318,code_000895,code_601398
000333,1,0.421382262313586,0.30764119694853,0.187034397376703
601318,0.421382262313586,1,0.374071748897375,0.315210073981343
000895,0.30764119694853,0.374071748897375,1,0.174128535929173
601398,0.187034397376703,0.315210073981343,0.174128535929173,1
