lambda,annual_expected_return,annual_variance,annual_volatility,sharpe_ratio,max_single_weight,max_pair_weight_sum,weight_000333,weight_601318,weight_000895,weight_601398
0.0615,0.201187176151818,0.0200425169238499,0.141571596458647,1.421098449014,0.399999999999991,0.649999999999989,0.249999999978864,0.100000000021147,0.249999999999998,0.399999999999991
0.0616,0.201187176151821,0.0200425169238497,0.141571596458646,1.42109844901402,0.399999999999991,0.649999999999989,0.249999999979075,0.100000000020936,0.249999999999998,0.399999999999991
0.0617,0.201187176151823,0.0200425169238495,0.141571596458645,1.42109844901405,0.399999999999991,0.649999999999989,0.249999999979273,0.100000000020738,0.249999999999998,0.399999999999991
0.0618,0.201187176151826,0.0200425169238493,0.141571596458645,1.42109844901407,0.399999999999991,0.649999999999989,0.249999999979471,0.10000000002054,0.249999999999998,0.399999999999991
0.0619,0.201187176151828,0.0200425169238491,0.141571596458644,1.4210984490141,0.399999999999991,0.649999999999989,0.249999999979668,0.100000000020343,0.249999999999998,0.399999999999991
0.062,0.201187176151831,0.0200425169238489,0.141571596458643,1.42109844901412,0.399999999999991,0.649999999999989,0.249999999979865,0.100000000020145,0.249999999999998,0.399999999999991
0.0621,0.201187176151834,0.0200425169238488,0.141571596458643,1.42109844901415,0.399999999999991,0.649999999999989,0.249999999980062,0.100000000019949,0.249999999999998,0.399999999999991
0.0622,0.201187176151836,0.0200425169238486,0.141571596458642,1.42109844901417,0.399999999999992,0.649999999999989,0.249999999980257,0.100000000019753,0.249999999999998,0.399999999999992
0.0623,0.201187176151511,0.0200425169238722,0.141571596458725,1.42109844901104,0.39999999999998,0.649999999999977,0.249999999955288,0.100000000044735,0.249999999999997,0.39999999999998
0.0624,0.201187176151529,0.0200425169238709,0.141571596458721,1.42109844901121,0.399999999999981,0.649999999999978,0.249999999956665,0.100000000043357,0.249999999999997,0.399999999999981
0.0625,0.201187176151547,0.0200425169238695,0.141571596458716,1.42109844901139,0.399999999999982,0.649999999999978,0.249999999958072,0.100000000041949,0.249999999999997,0.399999999999982
0.0626,0.201187176151566,0.0200425169238682,0.141571596458711,1.42109844901157,0.399999999999982,0.649999999999979,0.249999999959516,0.100000000040505,0.249999999999997,0.399999999999982
0.0627,0.201187176151581,0.0200425169238671,0.141571596458707,1.42109844901171,0.399999999999983,0.649999999999979,0.249999999960681,0.100000000039339,0.249999999999997,0.399999999999983
0.0628,0.201187176151594,0.0200425169238661,0.141571596458704,1.42109844901184,0.399999999999983,0.64999999999998,0.249999999961694,0.100000000038326,0.249999999999997,0.399999999999983
0.0629,0.201187176151609,0.0200425169238651,0.1415715964587,1.42109844901198,0.399999999999984,0.64999999999998,0.249999999962777,0.100000000037242,0.249999999999997,0.399999999999984
0.063,0.201187176151624,0.020042516923864,0.141571596458697,1.42109844901212,0.399999999999984,0.649999999999981,0.249999999963939,0.10000000003608,0.249999999999996,0.399999999999984
0.0631,0.20118717615164,0.0200425169238628,0.141571596458692,1.42109844901228,0.399999999999985,0.649999999999981,0.249999999965188,0.10000000003483,0.249999999999996,0.399999999999985
