trade_date,code_000039,code_000333,code_000876,code_000895,code_001205,code_001872,code_002100,code_002129,code_002157,code_002202,code_002299,code_002460,code_002466,code_002567,code_002594,code_002714,code_002840,code_300014,code_300274,code_300498,code_300750,code_300760,code_300761,code_600018,code_600026,code_600030,code_600036,code_600150,code_600438,code_600519,code_600900,code_600905,code_600975,code_601012,code_601018,code_601088,code_601298,code_601318,code_601398,code_601628,code_601872,code_601899,code_601919,code_603167,code_603477,code_603799,code_605296,code_688223,code_688303,code_688599
2023-01-04,-0.00569802111463757,0.0354103075595291,-0.00394477829101669,-0.00233644966101965,-0.011220856752225,0.00483259483820886,0.0036297680505788,-0.0326057745492383,0.00954661188357986,-0.0106857650804613,-0.00559261513606035,-0.0358924545429993,-0.0288031880848241,-0.00141542840333075,-0.00531199524611115,0.000421496318147252,-0.0058720074772225,-0.0395271508630675,-0.0294939310648665,-0.00831173616268632,-0.0145546419874396,0.022515677819734,0.0140517534556506,0.005581409838195,-0.0430435913356306,0.0124845566622453,0.0280747810481117,0.00435730536895562,-0.0320153294320109,-0.00289434127183341,-0.00383325816766167,-0.00343053509678914,0,-0.033384813023206,0.00558660670863986,-0.0100467296443303,0.00893660996640699,0.0288481543376582,0.0115341532452866,0.0276787789156945,-0.0173314563516398,-0.0220844309102937,-0.00487568006348393,0.00677050656721079,-0.0040650462481695,-0.0105537157001727,0.00637960696403939,-0.0244743691137259,-0.00415801014866357,-0.0240828587689874
2023-01-05,0.00853490244983734,0.0213518142830087,0.0070894349704882,0.00699303549097063,0.000777907468244798,0.0102775827582402,-0.00120845936156844,0.0161685009691248,-0.0119475734211181,0.00178890924272457,-0.00475676572594308,0.0234047088945202,0.0340744230914023,0,0.0228175796519619,0.00525376852039861,0.012873202936206,0.0442035209477138,0.0146801362894564,-0.0194896872216499,0.0593968783418051,0.00532415914743645,0.00781819531757932,0,-0.0133669492339736,0.0142894769428117,-0.00388853373969233,0.00347222571074912,0.0276151670329732,0.0431092186258502,-0.00288461738485957,0.00171673861905441,-0.0028288562004779,0.0102790919746476,-0.0027894020875785,-0.00469908690458265,0.00885745383406089,0.00820854188390774,-0.00690451534654457,0.00528682172458872,0.00174672533494169,0.00869990987554559,0,-0.00541273310675017,-0.0131203194120952,0.0588353621876578,-0.00119308027673926,0.0358267447895559,0.0051948168771041,0.012875714360046
2023-01-06,-0.00283688133519977,-0.0165262666859811,-0.00629923342798699,-0.00660324792025868,0.0230602070876977,-0.010966525258794,-0.00850035476539235,0.0464835638514853,-0.0145281005629099,0.00801072374607914,-0.0135284629275323,0.021612536973092,0.0296335824855882,-0.00283688133519955,0.00421623874098564,-0.00462185696698558,-0.0187798946515962,0.0221693657131583,0.0529160661741175,0.0058340128344625,0.0222050692431157,-0.00642383720971296,0.00747129912180888,-0.0111941467431524,0.00920893908531006,-0.00146878851375032,-0.00312175071418519,-0.0192481883049167,0.0493458741031549,0.00153685286174099,0.00576093768045371,0.0237299270421096,-0.0113961347308695,0.0382181692314414,-0.00560225554866989,0.00072437525804192,-0.0106383982050557,0.0164187330742265,0.002306806097915,-0.0240139607752865,0.0207261305171169,0.0038424639015453,0.0029282597790885,0,-0.0348555124647789,0.0131381374374309,-0.00518652668730013,0.0870667096774294,0.0164443582263769,0.0708390695544772
2023-01-09,-0.00284495213223135,0.00184979704984389,0.0109977542095412,0.00116845193430182,-0.0199546145295448,0.00137741068609509,0.034754846053048,0.00152983201687729,0.0121213605323449,0.00177147964838209,0.0213005227752352,0.010011207083509,0.00909795369817257,0.0224728558520584,-0.0106500496789375,0.0249545076335793,0.00708385488840513,-0.0227384853005423,0.00332502384477174,0.0291839367137423,-0.00014401267336428,0.00169614011829111,0.0412227158239542,0,0,0.0116903425852883,0.0108837560496742,-0.0111038227243188,-0.0101750474580777,0.0205386139053889,-0.00527958989739341,-0.0101010959865038,0.0113961347308695,-0.00941848262120981,0,0.00289226521214658,0.00355872261699397,0.0232499295389861,-0.002306806097915,0.00646031856564599,-0.00342466088136417,0.0924297169389705,-0.0029282597790885,0,0.0085106896679088,-0.00335233300875348,0.00717420374800026,0.0145017647135259,-0.00921665510492398,0.0168827870387505
2023-01-10,-0.0100215584610188,-0.0113373577526832,-0.00863088919927524,-0.00233827074581239,-0.0168071183163812,-0.00759934572538823,-0.0118484798441409,0.0397105490680474,-0.0145633641878966,-0.00799648863422631,0.0267361564910358,0.0151039532031083,0.0106464883944879,-0.00836824967051641,0.0121140413816958,-0.00824917030915895,-0.0154122789948867,0.00204731645669476,0.011715339007627,-0.015006749928816,0.0362990594172388,0.0292260221165392,0.0158084513162837,-0.0170297398448025,-0.0185034715645598,-0.010221554071538,-0.0142766863566828,-0.0175719772523477,-0.00274759758216181,0.00717062317795936,-0.00724465858792067,-0.00679119757800173,-0.00710735045865185,0.00707216526136234,-0.005633817718256,-0.00943061033560832,-0.00892066575837935,-0.0339625130363581,-0.00695251931488161,-0.0236199388484724,-0.013817145553142,-0.00262582207766737,-0.0039177327289015,-0.0136614146558174,-0.0318580536648998,0.0261821086468803,-0.00797452391876918,-0.00180126136964009,-0.0113813954901465,-0.00377385310565614
2023-01-11,-0.00288184637488897,0.0185190477672377,0.00628438831815181,-0.0125639658189471,0.0199030960215092,0.00966191091173663,0.0258837979605246,-0.0222836653087954,-0.00244798163864002,-0.00536673917794062,0.00250941160542606,-0.0181523136071888,-0.0192697773157411,0.00558660670863986,0.00896230652588237,0.00310141879944092,0.0317486983145803,-0.0588508294809991,0.000328030181717232,0.0124353934078867,-0.00962954897584289,-0.0103246884592858,0.00512475835018211,-0.00382409643840331,0.0391227587672955,-0.00490437471508987,0.0173646970452594,0.0036297680505788,-0.010308073674921,-0.00513597928463927,0.00916773610366217,-0.00855437209665855,-0.0100359265277856,-0.004001417602149,-0.00282885620047768,0.0490677877136916,0,0.0298290557192509,0.00232288141613957,0.0160788312016678,0.0308243582003751,0.00698692798667988,-0.00393314174683712,-0.0138506369338989,0.0490817518664972,-0.00557652749056725,-0.00240481077817956,-0.0417238433714,-0.000624544623194279,-0.0197998265719121
2023-01-12,0.00144196131690122,0.00494189712643145,-0.0102322813257367,-0.00554676540980825,-0.0199030960215092,-0.00620050212514744,0.00116076623596229,0.0134296969915408,-0.0173057470975926,0.00536673917794062,-0.0318295488623872,0.0147395739629133,0.0114421773276741,-0.00979713924498338,0.03042574843208,-0.00393009089989693,-0.0210534091978327,0.022285376775514,-0.0129566491731188,0.00769431854480596,0.0130957569523291,-0.00903303797235999,-0.0018850146957714,-0.00191754612927197,0.064028186857549,0.00588236990306656,0.00333461896789045,-0.000453001140249487,0.00252397912890601,-0.00595280301999601,-0.00674701354659435,0.00684934184557462,-0.00868312257346093,0.0230806375723471,-0.00283688133519977,-0.000694203429475682,0.00357782134788409,0.00413345731710724,-0.00232288141613957,0.00350830207363728,0.0233343920617728,-0.00611088763279977,-0.00890654081620323,-0.004192878260036,0.000416406418675574,0.0396634289053814,-0.00241060783668701,0.00312793498696085,0.00104069111276184,0.00754183581879975
2023-01-13,0.0071787817270057,0.0213158359623042,0.0102322813257367,0.0251092045832984,-0.00355380433253405,0.00551345297410899,0.019529627021484,-0.00868384070038486,0.00992563979997008,-0.00896063343253006,0.00344382604676019,0.00559079659026551,0.00444705238441756,0.026372104339196,0.00460531863815294,0.0235545964088821,0.0175751448215076,-0.010068192836922,-0.000581612745405025,0.0371155941843084,0.0137459209046353,0.0276441862557926,0.0226525342282495,0.00574164256767529,0.0271920076952505,0.0140744861532269,0.0155002468059551,-0.00545208074746473,-0.000756525064451452,0.02848889255214,0.01201648681768,-0.00341880674878547,0.0215680538773215,0.000230441296099837,0.00848661387731875,0.00623054975063608,0.00888894741724577,0.0278925694023009,0.00925932541279662,0.0247451763896951,0,0.0113192327399383,0.00693415358899885,0.00558660670863986,0.0347754411634758,-0.00316656376058777,0.0100060870869285,0.0142638077249084,-0.00437819942564177,0.00367907589176841
2023-01-16,0.00712761392423222,0.0307987387561197,0.0193879667359753,0.0157604646050311,0.00591601015537169,0.00479946070413106,0.033560196492302,0.0136123869015341,0.0339838528155987,0.00449035330162628,0.00343200680070588,0.0106851628640765,0.0182811986931384,0.0815168576719891,-0.017307358405537,0.0120725812342695,0.0387292138471245,-0.0080081704491981,0.0104176221190464,0.0452435197781327,0.016092794229845,0.0328853774837423,0.013089192110014,0.0076045993852194,0.0177257225991085,0.0373654250515352,0.0202178357961245,0.0545226983904255,0.0293334479199112,0.0136321487900579,0.0019093084559203,0.00341880674878547,0.0431521368038505,0.0137301928119022,0.00561799230422322,-0.0125001627642316,0.00529568757471055,-0.00497894555944534,0,-0.0164285623913574,0.00983614487671303,-0.00346921423401136,0.00688640202963331,0.0110804457765719,0.0436647534271404,0.00237586236729292,0.0114830008549971,-0.0440599897940306,0.0249677676215847,-0.0185322481289285
2023-01-17,0.00848661387731875,0.00518583703236564,-0.0061633477076688,-0.0130520087028541,0.0194710201165451,0.00409556886473705,0.00767127049665106,0.00171926850651216,-0.0192777054259032,0.00268456537066886,-0.0151027681857565,0.00603583081176495,-0.00667205972188523,0.0187622764555226,-0.0140129915788982,-0.0114654781092782,-0.0112360732669257,0.00550504023108012,0.000986517672905585,-0.0247749689227379,-0.00228638134210701,-0.00748671308641846,-0.00521513567910814,-0.00189573516489938,-0.00073233251167526,0.00416956823672487,0.00517561229258501,0.0192272532872106,-0.00122564055053642,-0.00256484215037656,-0.0139257952736003,-0.0102916860365474,-0.0192578166044146,0.0063434739221746,0,0.00139664827172092,0.00701757265864655,-0.0113911840874099,-0.002306806097915,-0.0361796565775023,-0.0147907380013965,-0.0192988445722206,0.00683930365024144,-0.00691087753984698,-0.00115540163055572,0.00991743665734557,-0.00157604445546555,0.00896866998276069,0.00406752645405994,0.0162698037249589
